standard_id,source_record_id,standard_number,standard_number_raw,publication_prefix,base_standard_number,part,section,publication_year,suffix,standard_family_key,identifier_parse_status,title,title_raw,title_normalized,publication_date,date_of_publish_raw,type_of_standard,degree_of_equivalence,inventory_status,current_status,scope,department,committee,sector,product_category,validation_status,source,source_type,source_file,source_sheet,source_row_number,source_url,source_date,retrieval_date,last_verified,record_type,synthetic_flag,issue_type
MSV1-4E7E5641154B372A,XLSX-PUBLISHED-21887,IS 851:1978,IS 851:1978,IS,851,,,1978,,IS 851,PARSED_CONSERVATIVELY,Specification for synthetic resin adhesives for construction work (Non - Structural) in wood (First Revision),Specification for synthetic resin adhesives for construction work (Non - Structural) in wood (First Revision),specification for synthetic resin adhesives for construction work non structural in wood first revision,1978-09-30,30 Sep 1978,Product Specification,Not Equivalent,PUBLISHED_IN_SOURCE_INVENTORY,UNKNOWN_CURRENT_STATUS,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,SOURCE_DERIVED,User-supplied Published Standards XLSX,USER_SUPPLIED_OFFICIAL_INVENTORY,File_Published_Standards_List_2026-09-04_132339.xlsx,Published Standards,21887,NOT_AVAILABLE,NOT_AVAILABLE,2026-09-04,2026-09-04,OFFICIAL_SOURCE_INVENTORY,False,DUPLICATE_NORMALIZED_TITLE
MSV1-F33AB6397E6F3D9C,XLSX-PUBLISHED-21929,IS 939:1977,IS 939:1977,IS,939,,,1977,,IS 939,PARSED_CONSERVATIVELY,Specification for Snatch Block for Use with Fibre Rope for Fire Brigade Use (First Revision),Specification for Snatch Block for Use with Fibre Rope for Fire Brigade Use (First Revision),specification for snatch block for use with fibre rope for fire brigade use first revision,1978-07-31,31 Jul 1978,Product Specification,-,PUBLISHED_IN_SOURCE_INVENTORY,UNKNOWN_CURRENT_STATUS,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,SOURCE_DERIVED,User-supplied Published Standards XLSX,USER_SUPPLIED_OFFICIAL_INVENTORY,File_Published_Standards_List_2026-09-04_132339.xlsx,Published Standards,21929,NOT_AVAILABLE,NOT_AVAILABLE,2026-09-04,2026-09-04,OFFICIAL_SOURCE_INVENTORY,False,DUPLICATE_NORMALIZED_TITLE
MSV1-848BCA5EBCF3C740,XLSX-PUBLISHED-22257,IS 8181:1976,IS 8181:1976,IS,8181,,,1976,,IS 8181,PARSED_CONSERVATIVELY,"Specification for repositor, Iris","Specification for repositor, Iris",specification for repositor iris,1976-09-30,30 Sep 1976,Product Specification,Indigenous,PUBLISHED_IN_SOURCE_INVENTORY,UNKNOWN_CURRENT_STATUS,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,SOURCE_DERIVED,User-supplied Published Standards XLSX,USER_SUPPLIED_OFFICIAL_INVENTORY,File_Published_Standards_List_2026-09-04_132339.xlsx,Published Standards,22257,NOT_AVAILABLE,NOT_AVAILABLE,2026-09-04,2026-09-04,OFFICIAL_SOURCE_INVENTORY,False,DUPLICATE_NORMALIZED_TITLE
MSV1-086BB6BAF89C2164,XLSX-PUBLISHED-22290,IS 8106:1976,IS 8106:1976,IS,8106,,,1976,,IS 8106,PARSED_CONSERVATIVELY,"Specification For Needle Holder, Eye, Kalt's Pattern","Specification For Needle Holder, Eye, Kalt's Pattern",specification for needle holder eye kalt s pattern,1976-06-30,30 Jun 1976,Product Specification,Indigenous,PUBLISHED_IN_SOURCE_INVENTORY,UNKNOWN_CURRENT_STATUS,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,SOURCE_DERIVED,User-supplied Published Standards XLSX,USER_SUPPLIED_OFFICIAL_INVENTORY,File_Published_Standards_List_2026-09-04_132339.xlsx,Published Standards,22290,NOT_AVAILABLE,NOT_AVAILABLE,2026-09-04,2026-09-04,OFFICIAL_SOURCE_INVENTORY,False,DUPLICATE_NORMALIZED_TITLE
MSV1-A6C5A3D8A7CE75FD,XLSX-PUBLISHED-22291,IS 8109:1976,IS 8109:1976,IS,8109,,,1976,,IS 8109,PARSED_CONSERVATIVELY,"Specification For Needle Holder, Eye, Castroviejo's Pattern","Specification For Needle Holder, Eye, Castroviejo's Pattern",specification for needle holder eye castroviejo s pattern,1976-06-30,30 Jun 1976,Product Specification,Indigenous,PUBLISHED_IN_SOURCE_INVENTORY,UNKNOWN_CURRENT_STATUS,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,SOURCE_DERIVED,User-supplied Published Standards XLSX,USER_SUPPLIED_OFFICIAL_INVENTORY,File_Published_Standards_List_2026-09-04_132339.xlsx,Published Standards,22291,NOT_AVAILABLE,NOT_AVAILABLE,2026-09-04,2026-09-04,OFFICIAL_SOURCE_INVENTORY,False,DUPLICATE_NORMALIZED_TITLE
MSV1-8F79497D0E9B5928,XLSX-PUBLISHED-22451,IS 7786:1975,IS 7786:1975,IS,7786,,,1975,,IS 7786,PARSED_CONSERVATIVELY,"Specification For Retractor, Eyelid, Desmarre's Pattern","Specification For Retractor, Eyelid, Desmarre's Pattern",specification for retractor eyelid desmarre s pattern,1975-09-30,30 Sep 1975,Product Specification,Indigenous,PUBLISHED_IN_SOURCE_INVENTORY,UNKNOWN_CURRENT_STATUS,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,SOURCE_DERIVED,User-supplied Published Standards XLSX,USER_SUPPLIED_OFFICIAL_INVENTORY,File_Published_Standards_List_2026-09-04_132339.xlsx,Published Standards,22451,NOT_AVAILABLE,NOT_AVAILABLE,2026-09-04,2026-09-04,OFFICIAL_SOURCE_INVENTORY,False,DUPLICATE_NORMALIZED_TITLE
MSV1-44EAFD2FACCE4715,XLSX-PUBLISHED-22466,IS 7758:1975,IS 7758:1975,IS,7758,,,1975,,IS 7758,PARSED_CONSERVATIVELY,"Specification For Curette, Eye, Evacuation, Moorfield's Pattern","Specification For Curette, Eye, Evacuation, Moorfield's Pattern",specification for curette eye evacuation moorfield s pattern,1975-08-31,31 Aug 1975,Product Specification,Indigenous,PUBLISHED_IN_SOURCE_INVENTORY,UNKNOWN_CURRENT_STATUS,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,SOURCE_DERIVED,User-supplied Published Standards XLSX,USER_SUPPLIED_OFFICIAL_INVENTORY,File_Published_Standards_List_2026-09-04_132339.xlsx,Published Standards,22466,NOT_AVAILABLE,NOT_AVAILABLE,2026-09-04,2026-09-04,OFFICIAL_SOURCE_INVENTORY,False,DUPLICATE_NORMALIZED_TITLE
MSV1-E17AC73B653F53A2,XLSX-PUBLISHED-22468,IS 7767:1975,IS 7767:1975,IS,7767,,,1975,,IS 7767,PARSED_CONSERVATIVELY,"Specification For Spatula, Eye, Cyclodialysis, Sinclair's Pattern","Specification For Spatula, Eye, Cyclodialysis, Sinclair's Pattern",specification for spatula eye cyclodialysis sinclair s pattern,1975-08-31,31 Aug 1975,Product Specification,Indigenous,PUBLISHED_IN_SOURCE_INVENTORY,UNKNOWN_CURRENT_STATUS,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,SOURCE_DERIVED,User-supplied Published Standards XLSX,USER_SUPPLIED_OFFICIAL_INVENTORY,File_Published_Standards_List_2026-09-04_132339.xlsx,Published Standards,22468,NOT_AVAILABLE,NOT_AVAILABLE,2026-09-04,2026-09-04,OFFICIAL_SOURCE_INVENTORY,False,DUPLICATE_NORMALIZED_TITLE
MSV1-C6CDD491F1C873FF,XLSX-PUBLISHED-22587,IS 1528 (Part 14):1974,IS 1528 (Part 14):1974,IS,1528,14,,1974,,IS 1528,PARSED_CONSERVATIVELY,Methods of sampling and physical tests for refractory materials: Part 14 determination of sieve analysis (First Revision),Methods of sampling and physical tests for refractory materials: Part 14 determination of sieve analysis (First Revision),methods of sampling and physical tests for refractory materials part 14 determination of sieve analysis first revision,1974-12-31,31 Dec 1974,Methods of Tests,Not Equivalent,PUBLISHED_IN_SOURCE_INVENTORY,UNKNOWN_CURRENT_STATUS,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,SOURCE_DERIVED,User-supplied Published Standards XLSX,USER_SUPPLIED_OFFICIAL_INVENTORY,File_Published_Standards_List_2026-09-04_132339.xlsx,Published Standards,22587,NOT_AVAILABLE,NOT_AVAILABLE,2026-09-04,2026-09-04,OFFICIAL_SOURCE_INVENTORY,False,DUPLICATE_NORMALIZED_TITLE
MSV1-EA937B05AD00F626,XLSX-PUBLISHED-22684,IS 7136:1973,IS 7136:1973,IS,7136,,,1973,,IS 7136,PARSED_CONSERVATIVELY,Specification for Megaphones,Specification for Megaphones,specification for megaphones,1974-03-31,31 Mar 1974,Product Specification,Indigenous,PUBLISHED_IN_SOURCE_INVENTORY,UNKNOWN_CURRENT_STATUS,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,SOURCE_DERIVED,User-supplied Published Standards XLSX,USER_SUPPLIED_OFFICIAL_INVENTORY,File_Published_Standards_List_2026-09-04_132339.xlsx,Published Standards,22684,NOT_AVAILABLE,NOT_AVAILABLE,2026-09-04,2026-09-04,OFFICIAL_SOURCE_INVENTORY,False,DUPLICATE_NORMALIZED_TITLE
MSV1-72FD03B85AD17AE4,XLSX-PUBLISHED-22791,SP 1650:1973,SP 1650:1973,SP,1650,,,1973,,SP 1650,PARSED_CONSERVATIVELY,Standard colours for building and decorative finishes,Standard colours for building and decorative finishes,standard colours for building and decorative finishes,1973-07-31,31 Jul 1973,Others,Indigenous,PUBLISHED_IN_SOURCE_INVENTORY,UNKNOWN_CURRENT_STATUS,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,SOURCE_DERIVED,User-supplied Published Standards XLSX,USER_SUPPLIED_OFFICIAL_INVENTORY,File_Published_Standards_List_2026-09-04_132339.xlsx,Published Standards,22791,NOT_AVAILABLE,NOT_AVAILABLE,2026-09-04,2026-09-04,OFFICIAL_SOURCE_INVENTORY,False,DUPLICATE_NORMALIZED_TITLE
MSV1-2FAE3EC6106DF8A3,XLSX-PUBLISHED-23207,IS 5722:1970,IS 5722:1970,IS,5722,,,1970,,IS 5722,PARSED_CONSERVATIVELY,"Specification For Hook, Eye, Iris (Tyrrell's Pattern)","Specification For Hook, Eye, Iris (Tyrrell's Pattern)",specification for hook eye iris tyrrell s pattern,1970-07-31,31 Jul 1970,Product Specification,Indigenous,PUBLISHED_IN_SOURCE_INVENTORY,UNKNOWN_CURRENT_STATUS,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,SOURCE_DERIVED,User-supplied Published Standards XLSX,USER_SUPPLIED_OFFICIAL_INVENTORY,File_Published_Standards_List_2026-09-04_132339.xlsx,Published Standards,23207,NOT_AVAILABLE,NOT_AVAILABLE,2026-09-04,2026-09-04,OFFICIAL_SOURCE_INVENTORY,False,DUPLICATE_NORMALIZED_TITLE
MSV1-A9E58D8E28548965,XLSX-PUBLISHED-23288,IS 5367:1969,IS 5367:1969,IS,5367,,,1969,,IS 5367,PARSED_CONSERVATIVELY,"Specification For Forceps, Eye, Strabismus, For Advancement (Prince's And Worth's Patterns)","Specification For Forceps, Eye, Strabismus, For Advancement (Prince's And Worth's Patterns)",specification for forceps eye strabismus for advancement prince s and worth s patterns,1969-08-31,31 Aug 1969,Product Specification,Indigenous,PUBLISHED_IN_SOURCE_INVENTORY,UNKNOWN_CURRENT_STATUS,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,SOURCE_DERIVED,User-supplied Published Standards XLSX,USER_SUPPLIED_OFFICIAL_INVENTORY,File_Published_Standards_List_2026-09-04_132339.xlsx,Published Standards,23288,NOT_AVAILABLE,NOT_AVAILABLE,2026-09-04,2026-09-04,OFFICIAL_SOURCE_INVENTORY,False,DUPLICATE_NORMALIZED_TITLE
MSV1-BB79F9FFC3985E11,XLSX-PUBLISHED-23503,IS 4090:1967,IS 4090:1967,IS,4090,,,1967,,IS 4090,PARSED_CONSERVATIVELY,Criteria for the design of reinforced concrete arches,Criteria for the design of reinforced concrete arches,criteria for the design of reinforced concrete arches,1967-07-31,31 Jul 1967,Code of Practice,Indigenous,PUBLISHED_IN_SOURCE_INVENTORY,UNKNOWN_CURRENT_STATUS,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,SOURCE_DERIVED,User-supplied Published Standards XLSX,USER_SUPPLIED_OFFICIAL_INVENTORY,File_Published_Standards_List_2026-09-04_132339.xlsx,Published Standards,23503,NOT_AVAILABLE,NOT_AVAILABLE,2026-09-04,2026-09-04,OFFICIAL_SOURCE_INVENTORY,False,DUPLICATE_NORMALIZED_TITLE
MSV1-5ADDC1E1572A9C78,XLSX-PUBLISHED-23810,IS 2265:2009,IS 2265:2009,IS,2265,,,2009,,IS 2265,PARSED_CONSERVATIVELY,Specification for galvanized steel wire strand for signaling purposes (First Revision),Specification for galvanized steel wire strand for signaling purposes (First Revision),specification for galvanized steel wire strand for signaling purposes first revision,,,Product Specification,Indigenous,PUBLISHED_IN_SOURCE_INVENTORY,UNKNOWN_CURRENT_STATUS,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,SOURCE_DERIVED,User-supplied Published Standards XLSX,USER_SUPPLIED_OFFICIAL_INVENTORY,File_Published_Standards_List_2026-09-04_132339.xlsx,Published Standards,23810,NOT_AVAILABLE,NOT_AVAILABLE,2026-09-04,2026-09-04,OFFICIAL_SOURCE_INVENTORY,False,DUPLICATE_NORMALIZED_TITLE
MSV1-5780B23400E0FB50,XLSX-PUBLISHED-23893,IS 7762:1975,IS 7762:1975,IS,7762,,,1975,,IS 7762,PARSED_CONSERVATIVELY,"Specification for hook, eyelid","Specification for hook, eyelid",specification for hook eyelid,,,Product Specification,Indigenous,PUBLISHED_IN_SOURCE_INVENTORY,UNKNOWN_CURRENT_STATUS,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,SOURCE_DERIVED,User-supplied Published Standards XLSX,USER_SUPPLIED_OFFICIAL_INVENTORY,File_Published_Standards_List_2026-09-04_132339.xlsx,Published Standards,23893,NOT_AVAILABLE,NOT_AVAILABLE,2026-09-04,2026-09-04,OFFICIAL_SOURCE_INVENTORY,False,DUPLICATE_NORMALIZED_TITLE
MSV1-AEE12AF451403D63,XLSX-PUBLISHED-24035,IS 11872 (Part 2):1987,IS 11872 (Part 2):1987,IS,11872,2,,1987,,IS 11872,PARSED_CONSERVATIVELY,Specification for rollers for drawing and spinning frames in jute mill,Specification for rollers for drawing and spinning frames in jute mill,specification for rollers for drawing and spinning frames in jute mill,,,Product Specification,Indigenous,PUBLISHED_IN_SOURCE_INVENTORY,UNKNOWN_CURRENT_STATUS,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,SOURCE_DERIVED,User-supplied Published Standards XLSX,USER_SUPPLIED_OFFICIAL_INVENTORY,File_Published_Standards_List_2026-09-04_132339.xlsx,Published Standards,24035,NOT_AVAILABLE,NOT_AVAILABLE,2026-09-04,2026-09-04,OFFICIAL_SOURCE_INVENTORY,False,DUPLICATE_NORMALIZED_TITLE
MSV1-7B412A3FE5333A1B,XLSX-PUBLISHED-24047,IS 3961:2016,IS 3961:2016,IS,3961,,,2016,,IS 3961,PARSED_CONSERVATIVELY,Recommended Current Ratings for Cables Part 6 Crosslinked Polyethylene Insulated PVC Sheathed Cables,Recommended Current Ratings for Cables Part 6 Crosslinked Polyethylene Insulated PVC Sheathed Cables,recommended current ratings for cables part 6 crosslinked polyethylene insulated pvc sheathed cables,,,Code of Practice,Indigenous,PUBLISHED_IN_SOURCE_INVENTORY,UNKNOWN_CURRENT_STATUS,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,SOURCE_DERIVED,User-supplied Published Standards XLSX,USER_SUPPLIED_OFFICIAL_INVENTORY,File_Published_Standards_List_2026-09-04_132339.xlsx,Published Standards,24047,NOT_AVAILABLE,NOT_AVAILABLE,2026-09-04,2026-09-04,OFFICIAL_SOURCE_INVENTORY,False,DUPLICATE_NORMALIZED_TITLE
MSV1-3725B5948BBFFE51,XLSX-PUBLISHED-24071,IS 1488 (Part 157):2018,IS 1488 (Part 157):2018,IS,1488,157,,2018,,IS 1488,PARSED_CONSERVATIVELY,Methods of test for petroleum and its products [ p : 157 ] rust protections by metal preservatives in the humidity cabinet,Methods of test for petroleum and its products [ p : 157 ] rust protections by metal preservatives in the humidity cabinet,methods of test for petroleum and its products p 157 rust protections by metal preservatives in the humidity cabinet,,,Methods of Tests,Indigenous,PUBLISHED_IN_SOURCE_INVENTORY,UNKNOWN_CURRENT_STATUS,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,SOURCE_DERIVED,User-supplied Published Standards XLSX,USER_SUPPLIED_OFFICIAL_INVENTORY,File_Published_Standards_List_2026-09-04_132339.xlsx,Published Standards,24071,NOT_AVAILABLE,NOT_AVAILABLE,2026-09-04,2026-09-04,OFFICIAL_SOURCE_INVENTORY,False,DUPLICATE_NORMALIZED_TITLE
MSV1-C9669903A12414DC,XLSX-PUBLISHED-24095,IS/IEC/TS 62566:2014,IS/IEC/TS 62566:2014,IS/IEC/TS,62566,,,2014,,IS/IEC/TS 62566,PARSED_CONSERVATIVELY,Ultrasonics — Field Characterization — Specification and Measurement of Field Parameters for High Intensity Therapeutic Ultrasound ( HITU ) Transducers and Systems,Ultrasonics — Field Characterization — Specification and Measurement of Field Parameters for High Intensity Therapeutic Ultrasound ( HITU ) Transducers and Systems,ultrasonics field characterization specification and measurement of field parameters for high intensity therapeutic ultrasound hitu transducers and systems,,,-,-,PUBLISHED_IN_SOURCE_INVENTORY,UNKNOWN_CURRENT_STATUS,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,SOURCE_DERIVED,User-supplied Published Standards XLSX,USER_SUPPLIED_OFFICIAL_INVENTORY,File_Published_Standards_List_2026-09-04_132339.xlsx,Published Standards,24095,NOT_AVAILABLE,NOT_AVAILABLE,2026-09-04,2026-09-04,OFFICIAL_SOURCE_INVENTORY,False,DUPLICATE_NORMALIZED_TITLE
MSV1-C0DD9B6AB9480525,XLSX-PUBLISHED-24097,IS 6882 (Part 2):2018,IS 6882 (Part 2):2018,IS,6882,2,,2018,,IS 6882,PARSED_CONSERVATIVELY,Dentistry - Base Polymers Part 2 Orthodontic Base Polymers ( First Revision ),Dentistry - Base Polymers Part 2 Orthodontic Base Polymers ( First Revision ),dentistry base polymers part 2 orthodontic base polymers first revision,,,-,-,PUBLISHED_IN_SOURCE_INVENTORY,UNKNOWN_CURRENT_STATUS,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,SOURCE_DERIVED,User-supplied Published Standards XLSX,USER_SUPPLIED_OFFICIAL_INVENTORY,File_Published_Standards_List_2026-09-04_132339.xlsx,Published Standards,24097,NOT_AVAILABLE,NOT_AVAILABLE,2026-09-04,2026-09-04,OFFICIAL_SOURCE_INVENTORY,False,DUPLICATE_NORMALIZED_TITLE
MSV1-D156C867ACCB1AFC,XLSX-PUBLISHED-24114,IS/IEC 61196 (Part 0/Sec 1):2017,IS/IEC 61196 (Part 0/Sec 1):2017,IS/IEC,61196,0/Sec 1,1,2017,,IS/IEC 61196,PARSED_CONSERVATIVELY,Radio Frequency Cables Part 0 Guidelines to the Design of Detail Specifications Section 1 Coaxial cables,Radio Frequency Cables Part 0 Guidelines to the Design of Detail Specifications Section 1 Coaxial cables,radio frequency cables part 0 guidelines to the design of detail specifications section 1 coaxial cables,,,Code of Practice,Identical under single numbering,PUBLISHED_IN_SOURCE_INVENTORY,UNKNOWN_CURRENT_STATUS,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,SOURCE_DERIVED,User-supplied Published Standards XLSX,USER_SUPPLIED_OFFICIAL_INVENTORY,File_Published_Standards_List_2026-09-04_132339.xlsx,Published Standards,24114,NOT_AVAILABLE,NOT_AVAILABLE,2026-09-04,2026-09-04,OFFICIAL_SOURCE_INVENTORY,False,DUPLICATE_NORMALIZED_TITLE
MSV1-C652D5EC77992C46,XLSX-PUBLISHED-24132,IS 18735 (Part 1):2023,IS 18735 (Part 1):2023,IS,18735,1,,2023,,IS 18735,PARSED_CONSERVATIVELY,Medical Suction Equipment Part 1 Electrically Powered Suction Equipment,Medical Suction Equipment Part 1 Electrically Powered Suction Equipment,medical suction equipment part 1 electrically powered suction equipment,,,-,-,PUBLISHED_IN_SOURCE_INVENTORY,UNKNOWN_CURRENT_STATUS,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,SOURCE_DERIVED,User-supplied Published Standards XLSX,USER_SUPPLIED_OFFICIAL_INVENTORY,File_Published_Standards_List_2026-09-04_132339.xlsx,Published Standards,24132,NOT_AVAILABLE,NOT_AVAILABLE,2026-09-04,2026-09-04,OFFICIAL_SOURCE_INVENTORY,False,DUPLICATE_NORMALIZED_TITLE
